,Unnamed: 0,recordId,priority,district,description,callNumber,incidentLocation,Latitude,Longitude,date
1604,40457,2521672,Low,ED,DESTRUCT PROP,P171450591,2100 E PRESTON ST,39.305611999999996,-76.58828100000001,2017-05-25
1623,40489,2534097,Low,SW,DESTRUCT PROP,P171491253,4300 SEMINOLE AV,39.298134999999995,-76.693229,2017-05-29
1722,40614,2525435,Low,SW,DESTRUCT PROP,P171461470,3000 NORMOUNT CT,39.302594,-76.668353,2017-05-26
1725,40618,2515386,Low,NE,DESTRUCT PROP,P171430410,3300 RAVENWOOD AV,39.315321000000004,-76.57706800000001,2017-05-23
1805,40719,2524609,Low,SE,DESTRUCT PROP,P171460501,500 N ROBINSON ST,39.297203,-76.572975,2017-05-26
1840,40761,2501294,Low,SD,DESTRUCT PROP,P171381650,900 E JEFFREY ST,39.231970000000004,-76.59923,2017-05-18
1852,40780,2532260,Low,NE,DESTRUCT PROP,P171482097,4800 BELAIR RD,39.333337,-76.558419,2017-05-28
1942,40902,2519141,Low,ND,DESTRUCT PROP,P171441238,2700 SISSON ST,39.31875,-76.624684,2017-05-24
1973,40941,2521167,Low,SW,DESTRUCT PROP,P171450019,2500 ASHTON ST,39.280444,-76.655413,2017-05-25
1980,40949,2502844,Low,SW,DESTRUCT PROP,P171383389,1400 N ROSEDALE ST,39.30376,-76.66896899999999,2017-05-18
2154,41198,2566498,Low,CD,DESTRUCT PROP,P171600748,300 LIGHT ST,39.284966,-76.613389,2017-06-09
2198,41256,2554203,Low,WD,DESTRUCT PROP,P171560695,2700 MOSHER ST,39.299328,-76.66180899999999,2017-06-05
2206,41269,2564025,Low,SW,DESTRUCT PROP,P171591417,2000 LETITIA AV,39.262213,-76.654219,2017-06-08
2248,41329,2543105,Low,NW,DESTRUCT PROP,P171521744,5000 WABASH AV,39.341626,-76.68505400000001,2017-06-01
2261,41347,2540748,Low,SE,DESTRUCT PROP,P171512478,400 N BOULDIN ST,39.296077000000004,-76.57132,2017-05-31
2306,41408,2545902,Low,SW,DESTRUCT PROP,P171531290,1100 BRADDISH AV,39.300833000000004,-76.660829,2017-06-02
2370,41498,2566365,Low,SE,DESTRUCT PROP,P171600585,700 S ELLWOOD AV,39.284247,-76.57280300000001,2017-06-09
2385,41517,2545559,Low,WD,DESTRUCT PROP,P171530854,1900 W LEXINGTON ST,39.290501,-76.647543,2017-06-02
2386,41518,2548247,Low,SE,DESTRUCT PROP,P171540656,1800 BANK ST,39.286697,-76.591452,2017-06-03
2388,41521,2546279,Low,SW,DESTRUCT PROP,P171531710,3200 NORMOUNT AV,39.302122,-76.670175,2017-06-02
2448,41606,2545546,Low,SW,DESTRUCT PROP,P171530839,500 WESTGATE RD,39.28771,-76.708281,2017-06-02
2510,41688,2538645,Low,ND,DESTRUCT PROP,P171510020,2500 KEYWORTH AV,39.33467,-76.659438,2017-05-31
2521,41704,2536508,Low,SW,DESTRUCT PROP,P171501007,1700 N LONGWOOD ST,39.307155,-76.667446,2017-05-30
2543,41730,2530764,Low,SE,DESTRUCT PROP,P171480413,5600 EASTERN AV,39.287431,-76.547956,2017-05-28
2607,41819,2539199,Low,SD,DESTRUCT PROP,P171510692,1300 WASHINGTON BL,39.280378000000006,-76.635677,2017-05-31
2657,41888,2539787,Low,SW,DESTRUCT PROP,P171511367,900 NOTTINGHAM RD,39.296921999999995,-76.705119,2017-05-31
2744,42001,2579055,Low,NW,DESTRUCT PROP,P171641375,3300 OAKFIELD AV,39.324814,-76.686901,2017-06-13
2763,42024,2575627,Low,SD,DESTRUCT PROP,P171630687,1500 FILBERT ST,39.225186,-76.589978,2017-06-12
2814,42092,2578377,Low,NE,DESTRUCT PROP,P171640598,4300 HARCOURT RD,39.334884,-76.56788900000001,2017-06-13
2827,42109,2561979,Low,SD,DESTRUCT PROP,P171582475,4100 HYDEN CT,39.22932,-76.597317,2017-06-07
2847,42134,2567289,Low,NW,DESTRUCT PROP,P171601667,6900 GLENHEIGHTS RD,39.360744,-76.70979100000001,2017-06-09
2849,42138,2588034,Low,SW,DESTRUCT PROP,P171670792,500 DENISON ST,39.292891999999995,-76.67408499999999,2017-06-16
2959,42302,2578273,Low,NE,DESTRUCT PROP,P171640470,3600 ELMLEY AV,39.317198,-76.569117,2017-06-13
3055,42430,2578948,Low,WD,DESTRUCT PROP,P171641254,1600 N CALHOUN ST,39.307173,-76.64251999999999,2017-06-13
3090,42475,2580187,Low,SD,DESTRUCT PROP,P171642654,400 S GILMOR ST,39.282922,-76.642054,2017-06-13
3142,42537,2595482,Low,SD,DESTRUCT PROP,P171692074,1600 CHURCH ST,39.222975,-76.588236,2017-06-18
3144,42541,2576831,Low,SE,DESTRUCT PROP,P171632113,400 N PORT ST,39.295964,-76.582835,2017-06-12
3162,42570,2582384,Low,SD,DESTRUCT PROP,P171651567,2500 BANGER ST,39.258245,-76.6464,2017-06-14
3175,42585,2584605,Low,NE,DESTRUCT PROP,P171660567,4800 ABERDEEN AV,39.319453,-76.551232,2017-06-15
3181,42592,2580130,Medium,SE,DESTRUCT PROP,P171642584,2700 EASTERN AV,39.286175,-76.57859,2017-06-13
3297,42763,2571745,Low,NE,DESTRUCT PROP,P171612836,5800 PULASKI HY,39.301738,-76.548688,2017-06-10
3299,42765,2589806,Low,SE,DESTRUCT PROP,P171672773,3200 NOBLE ST,39.292927,-76.572395,2017-06-16
3335,42808,2596174,Low,SE,DESTRUCT PROP,P171692838,1500 E BALTIMORE ST,39.291434,-76.596972,2017-06-18
3337,42810,2582256,Low,NE,DESTRUCT PROP,P171651428,2600 PERRING MANOR RD,39.371961999999996,-76.56053399999999,2017-06-14
3385,42865,2571578,Low,NW,DESTRUCT PROP,P171612661,5500 WABASH AV,39.346243,-76.697622,2017-06-10
3539,43059,2627153,Low,SW,DESTRUCT PROP,P171801029,1900 HARMAN AV,39.266851,-76.652212,2017-06-29
3614,43171,2613593,Low,SW,DESTRUCT PROP,P171752298,2400 FREDERICK AV,39.284157,-76.65465400000001,2017-06-24
3618,43177,2624393,Low,NE,DESTRUCT PROP,P171791460,2700 KENNEDY AV,39.32292,-76.594441,2017-06-28
3649,43220,2613939,Low,SE,DESTRUCT PROP,P171752684,600 S LAKEWOOD AV,39.285049,-76.578538,2017-06-24
3651,43222,2623763,Low,NE,DESTRUCT PROP,P171790747,5700 BELAIR RD,39.342557,-76.545226,2017-06-28
3672,43247,2615499,Low,SW,DESTRUCT PROP,P171761205,3000 NORMOUNT CT,39.302594,-76.668353,2017-06-25
3706,43292,2618561,Medium,SD,DESTRUCT PROP,P171771596,800 GLADE CT,39.229802,-76.60101999999999,2017-06-26
3718,43304,2593285,Low,ND,DESTRUCT PROP,P171683114,4200 WICKFORD RD,39.339851,-76.62674,2017-06-17
3806,43418,2603985,Low,ED,DESTRUCT PROP,P171721854,600 N BROADWAY,39.297701,-76.59435400000001,2017-06-21
3816,43434,2619167,Low,ND,DESTRUCT PROP,P171772280,3600 FALLS RD,39.331032,-76.634963,2017-06-26
3885,43524,2626636,Low,ED,DESTRUCT PROP,P171800398,1700 E PRESTON ST,39.305344,-76.594137,2017-06-29
3892,43538,2615243,Low,ED,DESTRUCT PROP,P171760916,2500 E HOFFMAN ST,39.306886999999996,-76.582658,2017-06-25
4060,43756,2606243,Low,SD,DESTRUCT PROP,P171730931,2800 WINWOOD CT,39.245847,-76.62951899999999,2017-06-22
4118,43825,2595339,Low,SD,DESTRUCT PROP,P171691916,4100 MARIBAN CT,39.229490999999996,-76.59785500000001,2017-06-18
4156,43869,2618330,Low,WD,DESTRUCT PROP,P171771332,3200 TIOGA PY,39.318176,-76.658363,2017-06-26
4222,43956,2618937,Low,NE,DESTRUCT PROP,P171772030,3700 BAYONNE AV,39.347658,-76.549563,2017-06-26
4257,43995,2645468,Low,SW,DESTRUCT PROP,P171861400,2100 HOLLINS FERRY RD,39.266851,-76.64534599999999,2017-07-05
4352,44125,2657184,Low,NW,DESTRUCT PROP,P171901140,5100 ARBUTUS AV,39.343292,-76.681259,2017-07-09
4373,44158,2646088,Low,NE,DESTRUCT PROP,P171862074,6400 PULASKI HY,39.30409,-76.540788,2017-07-05
4377,44164,2639679,Low,ND,DESTRUCT PROP,P171841781,600 RICHWOOD AV,39.346796999999995,-76.60749200000001,2017-07-03
4384,44172,2644858,Low,SW,DESTRUCT PROP,P171860714,5400 FREDERICK AV,39.279928000000005,-76.706469,2017-07-05
4440,44255,2646579,Low,SD,DESTRUCT PROP,P171862616,3800 S HANOVER ST,39.236437,-76.610574,2017-07-05
4482,44303,2645145,Low,ED,DESTRUCT PROP,P171861046,2100 HARFORD RD,39.314190999999994,-76.59795,2017-07-05
4491,44313,2636002,Low,WD,DESTRUCT PROP,P171830705,1200 W LEXINGTON ST,39.290888,-76.637007,2017-07-02
4515,44342,2635216,Low,ED,DESTRUCT PROP,P171823253,1600 BLK E LAFAYETTE AV,39.31057,-76.596478,2017-07-01
4539,44367,2624438,Low,SW,DESTRUCT PROP,P171791504,600 ALDERSHOT RD,39.287612,-76.711074,2017-06-28
4583,44416,2624019,Low,SD,DESTRUCT PROP,P171791038,4300 WEST BAY AV,39.226219,-76.59370899999999,2017-06-28
4683,44542,2623470,Low,SE,DESTRUCT PROP,P171790378,1400 E BALTIMORE ST,39.291378,-76.598682,2017-06-28
4723,44605,2663359,Low,NE,DESTRUCT PROP,P171922117,5400 HARFORD RD,39.351325,-76.562278,2017-07-11
4795,44707,2649972,Low,CD,DESTRUCT PROP,P171872764,300 ROBERT ST,39.309093,-76.63118399999999,2017-07-06
4821,44740,2648662,Low,NE,DESTRUCT PROP,P171871317,6000 EDNA AV,39.35629,-76.554614,2017-07-06
4822,44741,2645599,Low,NE,DESTRUCT PROP,P171861543,3900 EIERMAN AV,39.330498999999996,-76.566727,2017-07-05
4881,44814,2628896,Low,NW,DESTRUCT PROP,P171802980,3700 COTTAGE AV,39.331638,-76.65870699999999,2017-06-29
4895,44830,2657248,Low,NE,DESTRUCT PROP,P171901209,5500 BLK HAMPNETT AV,39.35389,-76.561984,2017-07-09
4900,44839,2658399,Low,NW,DESTRUCT PROP,P171902476,3900 PARKVIEW AV,39.339777000000005,-76.70487,2017-07-09
4929,44870,2640738,Low,ED,DESTRUCT PROP,P171842956,1300 E EAGER ST,39.301619,-76.600133,2017-07-03
5119,45112,2659955,Low,SE,DESTRUCT PROP,P171911460,3400 EASTERN AV,39.286521,-76.56888000000001,2017-07-10
5226,45256,2689842,Low,SE,DESTRUCT PROP,P172012161,3300 E FAYETTE ST,39.294846,-76.57088399999999,2017-07-20
5239,45269,2663466,Low,SE,DESTRUCT PROP,P171922231,300 S MACON ST,39.288928999999996,-76.557437,2017-07-11
5302,45347,2684439,Low,SE,DESTRUCT PROP,P171992744,1500 BROENING HY,39.27433,-76.543508,2017-07-18
5380,45450,2662828,Low,NW,DESTRUCT PROP,P171921507,4500 W NORTHERN PY,39.344777,-76.70095,2017-07-11
5398,45473,2678752,Medium,SW,DESTRUCT PROP,P171972643,700 N EDGEWOOD ST,39.295286,-76.675634,2017-07-16
5443,45530,2676690,Low,SD,DESTRUCT PROP,P171970310,1700 RUSSELL ST,39.273463,-76.62875,2017-07-16
5482,45582,2675360,Low,WD,DESTRUCT PROP,P171962004,600 N BENTALOU ST,39.295239,-76.65325899999999,2017-07-15
5536,45660,2678559,Low,SE,DESTRUCT PROP,P171972428,2000 E PRATT ST,39.289451,-76.588817,2017-07-16
5542,45667,2678027,Low,ED,DESTRUCT PROP,P171971834,1800 N WASHINGTON ST,39.311182,-76.590377,2017-07-16
5820,46023,2706900,Low,ED,DESTRUCT PROP,P172072116,1900 E LAFAYETTE AV,39.310771,-76.5915,2017-07-26
5858,46074,2701415,Medium,ND,DESTRUCT PROP,P172052455,4400 WRENWOOD AV,39.342236,-76.60634499999999,2017-07-24
5881,46108,2685521,Low,SD,DESTRUCT PROP,P172000514,2300 ROUND RD,39.252736999999996,-76.626885,2017-07-19
5906,46134,2715143,Low,NE,DESTRUCT PROP,P172101381,4500 ARABIA AV,39.339431,-76.569867,2017-07-29
5943,46187,2698079,Low,ND,DESTRUCT PROP,P172041548,900 BELGIAN AV,39.340540000000004,-76.60239399999999,2017-07-23
6020,46283,2695502,Low,WD,DESTRUCT PROP,P172031767,200 N FULTON AV,39.291290999999994,-76.645362,2017-07-22
6119,46412,2694770,Low,NW,DESTRUCT PROP,P172031003,3100 LEIGHTON AV,39.317552,-76.660261,2017-07-22
6231,46575,2702850,Low,SE,DESTRUCT PROP,P172060984,900 BLK E BALTIMORE ST,39.290197,-76.604241,2017-07-25
6232,46576,2699895,Low,SD,DESTRUCT PROP,P172050771,3500 SPELMAN RD,39.242484999999995,-76.624954,2017-07-24
6274,46635,2697354,Low,NW,DESTRUCT PROP,P172040774,3900 BANCROFT RD,39.357759,-76.700898,2017-07-23
6354,46735,2697335,Low,SW,DESTRUCT PROP,P172040739,2700 WASHINGTON BL,39.264333,-76.654995,2017-07-23
6534,46966,2694976,Low,ND,DESTRUCT PROP,P172031219,3000 ROSALIND AV,39.34584,-76.665598,2017-07-22
6551,46984,2680987,Low,SE,DESTRUCT PROP,P171982108,3400 PULASKI HY,39.296108000000004,-76.56913,2017-07-17
6561,46999,2702742,Low,SD,DESTRUCT PROP,P172060864,600 BRIDGEVIEW RD,39.249676,-76.62163199999999,2017-07-25
6605,47056,2715028,Low,ND,DESTRUCT PROP,P172101255,4600 LANIER AV,39.344251,-76.661912,2017-07-29
6639,47103,2733183,Low,NE,DESTRUCT PROP,P172162260,4500 HARFORD RD,39.340232,-76.572192,2017-08-04
6681,47160,2710696,Low,NW,DESTRUCT PROP,P172082930,4000 PENHURST AV,39.33868,-76.68472299999999,2017-07-27
6715,47203,2737990,Low,SE,DESTRUCT PROP,P172181463,400 N KENWOOD AV,39.295921,-76.577839,2017-08-06
6780,47294,2720040,Low,NW,DESTRUCT PROP,P172120742,5100 WOOLVERTON AV,39.350992,-76.669749,2017-07-31
6810,47327,2743549,Low,SW,DESTRUCT PROP,P172201800,2100 TUCKER LN,39.310629999999996,-76.701297,2017-08-08
6826,47345,2745871,Low,SE,DESTRUCT PROP,P172211162,800 E PRATT ST,39.28689,-76.60453299999999,2017-08-09
6835,47356,2733772,Low,SE,DESTRUCT PROP,P172162918,3200 NOBLE ST,39.292927,-76.572395,2017-08-04
6870,47399,2715081,Low,SW,DESTRUCT PROP,P172101306,300 N MONASTERY AV,39.290009000000005,-76.67385,2017-07-29
7021,47593,2721654,Low,SD,DESTRUCT PROP,P172122531,3000 MARDEL AV,39.255846999999996,-76.654041,2017-07-31
7023,47596,2718120,Low,CD,DESTRUCT PROP,P172111568,100 N PACA ST,39.290333000000004,-76.62236800000001,2017-07-30
7179,47782,2721753,Low,ND,DESTRUCT PROP,P172122634,4400 ROLAND AV,39.343068,-76.63523199999999,2017-07-31
7224,47844,2731624,Low,NE,DESTRUCT PROP,P172160509,1200 KITMORE RD,39.350338,-76.598877,2017-08-04
7248,47874,2733908,Low,ND,DESTRUCT PROP,P172163070,2600 W BELVEDERE AV,39.352783,-76.66748,2017-08-04
7362,48019,2720900,Low,SE,DESTRUCT PROP,P172121691,3200 NOBLE ST,39.292927,-76.572395,2017-07-31
7522,48234,2759102,Low,NW,DESTRUCT PROP,P172260443,6700 PARK HEIGHTS AV,39.362615000000005,-76.700137,2017-08-14
7541,48265,2775522,Medium,NW,DESTRUCT PROP,P172312725,3800 FAIRVIEW AV,39.324055,-76.682366,2017-08-19
7659,48415,2750920,Low,WD,DESTRUCT PROP,P172230440,800 N BENTALOU ST,39.297439000000004,-76.653378,2017-08-11
7672,48430,2761579,Low,NW,DESTRUCT PROP,P172270073,3900 DUVALL AV,39.320001,-76.6831,2017-08-15
7706,48472,2761195,Low,NE,DESTRUCT PROP,P172262793,4600 ASBURY AV,39.330442,-76.560812,2017-08-14
7723,48499,2751034,Low,NW,DESTRUCT PROP,P172230568,4100 ELDERON AV,39.341745,-76.687117,2017-08-11
7783,48579,2752372,Low,NE,DESTRUCT PROP,P172232100,5900 SEFTON AV,39.353101,-76.55326,2017-08-11
7786,48588,2756687,Low,SD,DESTRUCT PROP,P172250615,2600 MARBOURNE AV,39.253001,-76.646468,2017-08-13
7793,48597,2759136,Low,SD,DESTRUCT PROP,P172260481,1300 MCHENRY ST,39.284552000000005,-76.638047,2017-08-14
7878,48704,2770939,Low,CD,DESTRUCT PROP,P172300879,100 W NORTH AV,39.311132,-76.618077,2017-08-18
7924,48768,2751121,Low,NW,DESTRUCT PROP,P172230686,3700 ARCADIA AV,39.343610999999996,-76.677943,2017-08-11
7989,48852,2742418,Low,NW,DESTRUCT PROP,P172200488,3500 DOLFIELD AV,39.334125,-76.673723,2017-08-08
8002,48868,2759638,Low,SD,DESTRUCT PROP,P172261064,2400 MAISEL CT,39.263073999999996,-76.64207900000001,2017-08-14
8146,49058,2774870,Medium,CD,DESTRUCT PROP,P172312018,200 N EUTAW ST,39.292121,-76.621112,2017-08-19
8310,49269,2779424,Medium,SD,DESTRUCT PROP,P172330912,2700 W PATAPSCO AV,39.254807,-76.656805,2017-08-21
8319,49278,2765795,Low,ND,DESTRUCT PROP,P172281619,900 E 30TH ST,39.323572,-76.605117,2017-08-16
8330,49290,2784373,Low,SE,DESTRUCT PROP,P172350002,3600 E FAYETTE ST,39.294936,-76.567554,2017-08-23
8394,49372,2775338,Low,SW,DESTRUCT PROP,P172312527,1600 FOREST HILL AV,39.263979,-76.661008,2017-08-19
8461,49458,2782257,Low,ED,DESTRUCT PROP,P172341019,1500 LESTER MORTON CT,39.298952,-76.597626,2017-08-22
8478,49487,2781220,Low,WD,DESTRUCT PROP,P172332873,800 N FULTON AV,39.297748,-76.64577299999999,2017-08-21
8556,49585,2786016,Low,WD,DESTRUCT PROP,P172351849,100 N SCHROEDER ST,39.289856,-76.633841,2017-08-23
8599,49635,2789690,Low,NE,DESTRUCT PROP,P172362746,6900 OLD HARFORD RD,39.368339,-76.556591,2017-08-24
8739,49822,2779431,Low,NE,DESTRUCT PROP,P172330919,3800 CEDARHURST RD,39.337171999999995,-76.56317800000001,2017-08-21
8745,49829,2782077,Low,NE,DESTRUCT PROP,P172340820,3600 RAVENWOOD AV,39.31514,-76.567987,2017-08-22
8755,49841,2783329,Medium,ND,DESTRUCT PROP,P172342177,4700 GREENSPRING AV,39.344184999999996,-76.658591,2017-08-22
8900,50019,2820410,Low,TRU,DESTRUCT PROP,P172480420,1200 E OLIVER ST,39.30712,-76.60313199999999,2017-09-05
8935,50077,2813379,Low,SD,DESTRUCT PROP,P172451036,900 BETHUNE RD,39.244973,-76.623856,2017-09-02
8965,50119,2810722,Low,NW,DESTRUCT PROP,P172441255,6800 REISTERSTOWN RD,39.359581,-76.70699,2017-09-01
8991,50153,2813098,Low,CD,DESTRUCT PROP,P172450718,1000 STODDARD CT,39.299984,-76.625585,2017-09-02
9019,50188,2812227,Medium,NW,DESTRUCT PROP,P172442927,5400 JONQUIL AV,39.348703,-76.684984,2017-09-01
9145,50367,2797255,Low,NE,DESTRUCT PROP,P172391501,3800 GLENMORE AV,39.353543,-76.540146,2017-08-27
9265,50522,2831118,Low,ND,DESTRUCT PROP,P172520484,700 E 43RD ST,39.341877000000004,-76.606186,2017-09-09
9269,50526,2813038,Low,SW,DESTRUCT PROP,P172450654,700 COOKS LN,39.293673999999996,-76.703468,2017-09-02
9292,50549,2818670,Low,SD,DESTRUCT PROP,P172471332,1000 SHELLBANKS RD,39.249136,-76.629506,2017-09-04
9385,50659,2823120,Low,ED,DESTRUCT PROP,P172490678,1200 E EAGER ST,39.30155,-76.601857,2017-09-06
9397,50673,2828594,Low,NE,DESTRUCT PROP,P172510989,3300 RAVENWOOD AV,39.315321000000004,-76.57706800000001,2017-09-08
9439,50728,2793221,Low,WD,DESTRUCT PROP,P172380078,1000 WHATCOAT ST,39.300044,-76.640879,2017-08-26
9508,50816,2831856,Low,SD,DESTRUCT PROP,P172521309,2700 GILES RD,39.250489,-76.629805,2017-09-09
9544,50856,2803100,Low,ND,DESTRUCT PROP,P172412055,900 DARTMOUTH RD,39.366124,-76.603623,2017-08-29
9550,50866,2809250,Medium,SD,DESTRUCT PROP,P172432968,3500 6TH ST,39.238436,-76.601224,2017-08-31
9561,50881,2934598,Low,SD,DESTRUCT PROP,P172891752,1400 BLK RAMSAY ST,39.283371,-76.639616,2017-10-16
9632,50975,2836582,Low,ED,DESTRUCT PROP,P172540568,300 E 21ST ST,39.313395,-76.612256,2017-09-11
9634,50977,2849635,Low,ND,DESTRUCT PROP,P172583078,400 E LAKE AV,39.367565,-76.61326700000001,2017-09-15
9685,51052,2849995,Low,WD,DESTRUCT PROP,P172590235,2000 WHEELER AV,39.310563,-76.655692,2017-09-16
9774,51163,2871102,Medium,SD,DESTRUCT PROP,P172662205,800 RYAN ST,39.283694,-76.629563,2017-09-23
9795,51185,2875079,Low,SW,DESTRUCT PROP,P172680529,600 LUCIA AV,39.273596000000005,-76.692121,2017-09-25
9809,51205,2834227,Low,ED,DESTRUCT PROP,P172530742,900 N MILTON AV,39.301315,-76.582441,2017-09-10
9863,51267,2839448,Low,NE,DESTRUCT PROP,P172550838,1000 SPANGLER WY,39.30337,-76.54969399999999,2017-09-12
9917,51344,2865868,Low,WD,DESTRUCT PROP,P172642771,1000 N GILMOR ST,39.300367,-76.64301400000001,2017-09-21
10043,51510,2826105,Low,SW,DESTRUCT PROP,P172501278,1400 BLOOMFIELD AV,39.261864,-76.666699,2017-09-07
10090,51579,2852300,Low,WD,DESTRUCT PROP,P172592800,1600 N GILMOR ST,39.306875,-76.643401,2017-09-16
10242,51784,2862595,Low,NW,DESTRUCT PROP,P172632290,3900 DOLFIELD AV,39.339531,-76.681209,2017-09-20
10404,51991,2856834,Low,CD,DESTRUCT PROP,P172611933,100 W SARATOGA ST,39.293,-76.61672800000001,2017-09-18
10453,52050,2892565,Low,SE,DESTRUCT PROP,P172741019,200 OLDHAM ST,39.289823,-76.555965,2017-10-01
10475,52075,2882191,Low,SW,DESTRUCT PROP,P172702323,4600 EDMONDSON AV,39.293406,-76.693881,2017-09-27
10495,52100,2889849,Low,SD,DESTRUCT PROP,P172730970,1500 WILLIAM ST,39.272688,-76.61003199999999,2017-09-30
10523,52128,2882303,Low,SD,DESTRUCT PROP,P172702409,4600 PENNINGTON AV,39.224307,-76.588356,2017-09-27
10546,52156,2879654,Low,NE,DESTRUCT PROP,P172692682,3600 JUNEWAY,39.318676,-76.56352199999999,2017-09-26
10577,52198,2862119,Low,SD,DESTRUCT PROP,P172631761,2600 SPELMAN RD,39.248602000000005,-76.629249,2017-09-20
10603,52232,2892926,Low,SE,DESTRUCT PROP,P172741390,3500 HUDSON ST,39.282523,-76.567814,2017-10-01
10637,52274,2882565,Low,NE,DESTRUCT PROP,P172702697,4100 ECHODALE AV,39.337892,-76.552642,2017-09-27
10661,52305,2862216,Low,WD,DESTRUCT PROP,P172631855,800 APPLETON ST,39.297892,-76.648354,2017-09-20
10663,52307,2868577,Medium,CD,DESTRUCT PROP,P172652708,200 N EUTAW ST,39.292121,-76.621112,2017-09-22
10951,52701,2888646,Medium,SW,DESTRUCT PROP,P172723036,2600 W LEXINGTON ST,39.289224,-76.659243,2017-09-29
